Permit Type,Initiating Office,Issue Datw,Valuation,# of Residential Units,Zone,Latitude,Longitude
Bldg-New,METRO,7/29/2019,474211,1,R1V2,34.01713,-118.44222
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12077,-118.25722
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16299,-118.36843
Bldg-New,METRO,3/8/2018,180000,1,[Q]R3-1,34.1628,-118.36854
Bldg-New,VAN NUYS,11/14/2018,207000,1,R1-1-RFA,34.25609,-118.28514
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16293,-118.36872
Bldg-New,METRO,3/8/2018,180000,1,[Q]R3-1,34.16291,-118.36887
Bldg-New,VAN NUYS,6/26/2018,215000,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,METRO,8/1/2017,3121000,1,RE15-1,34.09611,-118.41901
Bldg-New,METRO,3/8/2018,180000,1,[Q]R3-1,34.16293,-118.36855
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16283,-118.36872
Bldg-New,VAN NUYS,12/19/2018,219000,1,RE11-1,34.18822,-118.42456
Bldg-New,METRO,9/26/2019,219000,1,[Q]R3-1-O,34.05044,-118.36888
Bldg-New,METRO,1/29/2016,1026922,1,RE15-1-H,34.06537,-118.49241
Bldg-New,METRO,7/9/2014,880000,1,R1-1,34.04353,-118.5606
Bldg-New,VAN NUYS,9/21/2021,385000,1,R1V2,34.0474,-118.38363
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16297,-118.36885
Bldg-New,VAN NUYS,4/3/2019,1274000,1,RE15-1-H,34.14276,-118.48201
Bldg-New,VAN NUYS,12/6/2017,855000,1,RE15-1-H,34.15141,-118.49577
Bldg-New,VAN NUYS,6/26/2018,225321,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,METRO,10/25/2017,248604,1,MR1-1-RIO,34.12086,-118.25695
Bldg-New,METRO,5/2/2017,525000,1,R1-1,34.06317,-118.42807
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12092,-118.25705
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16286,-118.36857
Bldg-New,VAN NUYS,8/18/2017,167000,1,RS-1,34.32447,-118.40732
Bldg-New,VAN NUYS,3/7/2019,790000,1,[T]RE-1,34.28448,-118.57364
Bldg-New,VAN NUYS,6/30/2020,970000,1,RE11-1,34.14471,-118.44095
Bldg-New,METRO,3/8/2018,175000,1,[Q]R3-1,34.16279,-118.36884
Bldg-New,WEST LA,3/15/2016,2300000,1,RA-1,34.06477,-118.48023
Bldg-New,METRO,7/1/2020,1800000,1,RE40-1-HCR,34.08037,-118.42857
Bldg-New,WEST LA,4/28/2017,400000,1,RD1.5-1,33.99974,-118.46841
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16286,-118.36843
Bldg-New,VAN NUYS,9/15/2014,436000,1,[T]RE-1,34.29257,-118.58291
Bldg-New,VAN NUYS,6/26/2018,215000,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,VAN NUYS,5/30/2019,681200,1,[T]RE-1,34.28274,-118.58169
Bldg-New,VAN NUYS,5/17/2017,650000,1,R1-1,34.15555,-118.46501
Bldg-New,VAN NUYS,8/22/2019,135000,1,R2-1,33.93564,-118.25087
Bldg-New,METRO,3/8/2018,170000,1,[Q]R3-1,34.16293,-118.36843
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12096,-118.257
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.1628,-118.36872
Bldg-New,VAN NUYS,4/6/2017,580000,1,R1-1-O,34.07368,-118.36781
Bldg-New,METRO,3/8/2018,180000,1,[Q]R3-1,34.16305,-118.36873
Bldg-New,VAN NUYS,5/30/2019,650000,1,[T]RE-1,34.28304,-118.58157
Bldg-New,VAN NUYS,6/26/2018,231370,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12088,-118.2571
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12077,-118.25722
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16306,-118.36884
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16301,-118.36854
Bldg-New,VAN NUYS,6/26/2018,225321,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,VAN NUYS,6/30/2020,700000,1,RE15-1-H-HCR,34.12508,-118.46214
Bldg-New,VAN NUYS,8/23/2019,290000,1,R1-1-RIO,34.14131,-118.40202
Bldg-New,VAN NUYS,1/23/2019,427000,1,R1-1,34.17137,-118.55331
Bldg-New,WEST LA,8/24/2018,1429880,1,RE20-1-H-HCR,34.10286,-118.45468
Bldg-New,VAN NUYS,8/13/2019,453000,1,R1-1,34.16377,-118.49736
Bldg-New,METRO,10/25/2017,248604,1,MR1-1-RIO,34.12077,-118.25706
Bldg-New,METRO,10/25/2017,248604,1,MR1-1-RIO,34.12072,-118.25711
Bldg-New,METRO,3/8/2018,175000,1,[Q]R3-1,34.16286,-118.36888
Bldg-New,WEST LA,6/24/2020,440000,1,RS-1,34.07287,-118.47843
Bldg-New,METRO,10/25/2017,248604,1,MR1-1-RIO,34.12082,-118.257
Bldg-New,METRO,3/8/2018,185000,1,[Q]R3-1,34.16299,-118.36871
Bldg-New,VAN NUYS,8/22/2019,135000,1,R2-1,33.93564,-118.25077
Bldg-Addition,METRO,8/10/2017,149200,1,R1-1,34.13701,-118.20357
Bldg-New,METRO,11/12/2020,287810.5,1,R3-1,34.0774,-118.31238
Bldg-New,VAN NUYS,11/13/2017,499000,1,R1-1,34.13985,-118.39183
Bldg-New,VAN NUYS,2/13/2020,600000,1,R1-1-RIO,34.16029,-118.43359
Bldg-New,VAN NUYS,9/21/2021,675000,1,[T]RE-1,34.28507,-118.5745
Bldg-New,VAN NUYS,12/27/2018,251000,1,[T]RE-1,34.29308,-118.5849
Bldg-New,VAN NUYS,7/18/2018,658000,1,[T]RE-1,34.28208,-118.58146
Bldg-New,VAN NUYS,8/26/2016,980000,1,R1-1,34.07771,-118.36783
Bldg-New,METRO,11/9/2020,475000,1,R1V2,34.01785,-118.43962
Bldg-New,METRO,2/13/2020,175000,1,R1-1VL,34.09578,-118.25023
Bldg-New,METRO,4/18/2019,210000,1,[Q]RD3-1D,34.0894,-118.18833
Bldg-Addition,VAN NUYS,2/11/2020,80000,1,RD2-1VL,34.08083,-118.2802
Bldg-New,METRO,11/1/2018,450000,1,R2-1-O,34.07026,-118.36545
Bldg-New,METRO,1/31/2019,197000,1,[Q]R3-1,34.18648,-118.37736
Bldg-New,VAN NUYS,4/30/2019,361176,1,R1-1-O-RFA,34.06723,-118.36814
Bldg-New,VAN NUYS,3/20/2019,240000,1,(T)RU-1,34.28216,-118.3837
Bldg-New,VAN NUYS,2/11/2020,700000,1,RE15-1-H,34.13735,-118.5014
Bldg-New,METRO,3/7/2017,6000000,1,RE40-1-H,34.11672,-118.42408
Bldg-New,METRO,7/16/2018,1086653,1,RE20-1-H-HCR,34.08979,-118.45784
Bldg-Addition,METRO,2/16/2016,147237,1,RD2-1,33.96295,-118.27028
Bldg-New,VAN NUYS,10/30/2018,688500,1,[T]RE-1,34.28415,-118.57905
Bldg-New,SOUTH LA,11/9/2016,195000,1,R2-1VL,34.09158,-118.26081
Bldg-New,VAN NUYS,10/30/2018,705000,1,[T]RE-1,34.28393,-118.57925
Bldg-New,WEST LA,3/16/2018,770625,1,RD1.5-1,34.03824,-118.45257
Bldg-New,SOUTH LA,3/21/2019,223000,1,R2-1,34.00119,-118.25927
Bldg-New,METRO,2/10/2020,261000,1,RD1.5-1,34.14479,-118.22828
Bldg-New,WEST LA,4/30/2018,430000,1,R3-1,34.01254,-118.4204
Bldg-New,WEST LA,8/6/2018,240000,1,RD1.5-1,34.11997,-118.19639
Bldg-New,VAN NUYS,4/8/2019,502000,1,R1-1,34.16354,-118.49717
Bldg-New,VAN NUYS,2/14/2020,550000,1,RE11-1,34.15095,-118.46574
Bldg-New,VAN NUYS,2/14/2020,275000,1,[Q]R1-1D,34.08121,-118.18468
Bldg-New,VAN NUYS,2/11/2020,760000,1,(Q)RA-1-H,34.27002,-118.56369
Bldg-New,VAN NUYS,1/31/2020,530000,1,RA-1,34.1684,-118.5486
Bldg-New,VAN NUYS,10/4/2017,775000,1,RA-1,34.16258,-118.50999
Bldg-New,VAN NUYS,2/13/2020,725000,1,RE11-1,34.28923,-118.51058
Bldg-New,WEST LA,8/6/2018,240000,1,RD1.5-1,34.11997,-118.19639
Bldg-New,METRO,9/22/2021,240000,1,RD1.5-1,34.13313,-118.36148
Bldg-New,VAN NUYS,8/25/2020,336000,1,R1-1,34.16004,-118.40325
Bldg-New,VAN NUYS,4/3/2019,575000,1,OS-1XL,34.29691,-118.5825
Bldg-New,VAN NUYS,9/21/2021,675000,1,[T]RE-1,34.28528,-118.57551
Bldg-Alter/Repair,VAN NUYS,2/20/2019,20000,1,C2-1VL-CPIO,33.99334,-118.31975
Bldg-New,SOUTH LA,2/5/2018,230000,1,RD2-1,33.96167,-118.30504
Bldg-New,VAN NUYS,6/3/2019,230000,1,R1V2,33.99952,-118.46239
Bldg-Addition,VAN NUYS,9/18/2015,25000,1,RD1.5-1,34.19472,-118.38907
Bldg-New,WEST LA,2/10/2020,683410,1,R1V2-O,34.04314,-118.39864
Bldg-New,VAN NUYS,5/24/2021,500000,1,,34.2973,-118.5852
Bldg-New,VAN NUYS,2/4/2021,498040,1,[T]RE-1,34.29659,-118.585
Bldg-New,VAN NUYS,2/14/2020,978000,1,RE15-1-H,34.05848,-118.50458
Bldg-New,METRO,11/15/2018,190000,1,RD2-1,34.06811,-118.26396
Bldg-New,WEST LA,6/16/2021,600000,1,R1V2,34.00865,-118.42818
Bldg-New,VAN NUYS,4/3/2019,570000,1,OS-1XL,34.29689,-118.58257
Bldg-New,VAN NUYS,4/3/2019,575000,1,OS-1XL,34.29688,-118.58274
Bldg-New,WEST LA,12/20/2017,550000,1,R1V2-O,34.0417,-118.39824
Bldg-New,VAN NUYS,2/13/2020,550000,1,R1-1-O,33.98204,-118.4656
Bldg-New,VAN NUYS,2/16/2018,688500,1,[T]RE-1,34.28288,-118.57921
Bldg-New,VAN NUYS,6/15/2021,214000,1,R3-1-O,34.05366,-118.42809
Bldg-New,WEST LA,2/10/2020,900000,1,RE15-1-H,34.13816,-118.43636
Bldg-New,VAN NUYS,9/24/2018,242000,1,R1-1,34.19304,-118.39019
Bldg-New,METRO,2/10/2020,261000,1,RD1.5-1,34.14479,-118.22828
Bldg-New,VAN NUYS,4/2/2019,122000,1,R2-1,33.948,-118.23886
Bldg-New,VAN NUYS,2/10/2020,325000,1,RE15-1,34.22427,-118.3579
Bldg-Alter/Repair,VAN NUYS,5/10/2019,18000,1,[Q]R3-1-O,34.05072,-118.38303
Bldg-New,VAN NUYS,8/18/2017,596000,1,R1-1,34.10846,-118.2949
Bldg-New,VAN NUYS,11/26/2018,292377,1,R1-1,34.15737,-118.52544
Bldg-Alter/Repair,VAN NUYS,4/6/2017,15000,1,RE11-1,34.19674,-118.65241
Bldg-New,METRO,2/10/2020,261000,1,RD1.5-1,34.14479,-118.22828
Bldg-New,METRO,7/19/2018,447000,1,R1V2,33.97394,-118.40133
Bldg-New,VAN NUYS,5/22/2017,634000,1,[T]RE-1,34.28228,-118.57634
Bldg-Addition,METRO,11/9/2020,8550,1,RE20-1-H-HCR,34.08878,-118.43932
Bldg-New,METRO,8/11/2017,400000,1,R3-1,34.06644,-118.31427
Bldg-Addition,METRO,9/3/2019,150000,1,RD1.5-1XL,34.08897,-118.31448
Bldg-New,METRO,12/4/2013,606087,1,R1-1,34.0333,-118.40429
Bldg-New,METRO,7/10/2020,650000,1,R1-1,34.03226,-118.51745
Bldg-New,VAN NUYS,5/24/2021,505000,1,,34.29749,-118.58458
Bldg-New,VAN NUYS,2/27/2019,350000,1,R1-1,34.15747,-118.52662
Bldg-New,VAN NUYS,7/10/2020,688000,1,[T]RE-1,34.28323,-118.57871
Bldg-New,VAN NUYS,5/24/2021,505000,1,,34.29753,-118.58492
Bldg-New,VAN NUYS,7/10/2020,632845,1,[T]RE-1,34.28331,-118.5785
Bldg-New,WEST LA,3/11/2019,179000,1,R1-1,33.93926,-118.23077
Bldg-New,VAN NUYS,3/19/2019,427000,1,R1-1,34.1599,-118.4893
Bldg-New,VAN NUYS,2/4/2021,501910,1,[T]RE-1,34.29661,-118.58534
Bldg-New,VAN NUYS,8/29/2017,575000,1,R1-1-RFA-RIO,34.14374,-118.41385
Bldg-New,VAN NUYS,2/4/2021,501910,1,[T]RE-1,34.29657,-118.58496
Bldg-New,VAN NUYS,5/21/2019,407605,1,R2-1XL,34.08466,-118.34503
Bldg-New,VAN NUYS,1/17/2019,317140,1,R1-1,34.17122,-118.55332
Bldg-New,VAN NUYS,3/16/2015,412000,1,[T]RE-1,34.2914,-118.58067
Bldg-Addition,VAN NUYS,12/5/2016,192000,1,(T)(Q)RD3-1,34.2049,-118.55384
Bldg-New,WEST LA,5/26/2016,950000,1,R2-1,33.99051,-118.46259
Bldg-New,VAN NUYS,5/20/2019,245000,1,R1-1,34.16953,-118.36032
Bldg-New,VAN NUYS,11/20/2018,660000,1,RA-1,34.14132,-118.52627
Bldg-New,VAN NUYS,9/21/2021,675000,1,[T]RE-1,34.28528,-118.57577
Bldg-New,VAN NUYS,11/10/2020,635000,1,RE20-1-H,34.06556,-118.49689
Bldg-New,METRO,5/4/2017,238143,1,(T)(Q)RD1.5-1XL,34.0961,-118.36108
Bldg-New,VAN NUYS,7/23/2019,341000,1,R1-1,34.16636,-118.41036
Bldg-Alter/Repair,METRO,8/12/2020,501,1,RD1.5-1,33.99796,-118.47018
Bldg-New,METRO,2/4/2020,585000,1,RD1.5-1,34.17333,-118.3606
Bldg-New,VAN NUYS,7/10/2020,650000,1,[T]RE-1,34.28327,-118.5784
Bldg-Alter/Repair,VAN NUYS,4/7/2017,20000,1,R1-1,34.21166,-118.35142
Bldg-New,METRO,1/30/2018,1200000,1,RE40-1-H,34.13829,-118.41838
Bldg-New,VAN NUYS,12/21/2015,710000,1,R1-1,34.16761,-118.43856
Bldg-New,METRO,3/28/2017,1300000,1,RE20-1-H,34.12179,-118.43075
Bldg-New,METRO,5/4/2017,238143,1,(T)(Q)RD1.5-1XL,34.0961,-118.36108
Bldg-New,VAN NUYS,3/17/2020,319000,1,R1V2,34.00486,-118.46087
Bldg-New,METRO,5/4/2017,238143,1,(T)(Q)RD1.5-1XL,34.09594,-118.36113
Bldg-New,VAN NUYS,5/24/2021,500000,1,,34.29751,-118.58475
Bldg-New,VAN NUYS,7/10/2020,688000,1,[T]RE-1,34.28329,-118.57819
Bldg-New,METRO,11/11/2020,287521,1,R3-1,34.0774,-118.31238
Bldg-New,VAN NUYS,10/3/2018,560000,1,RE11-1,34.25117,-118.51135
Bldg-New,METRO,10/25/2017,261072,1,MR1-1-RIO,34.12102,-118.25697
Bldg-New,VAN NUYS,11/27/2018,500000,1,R1-1,34.07347,-118.45542
Bldg-Alter/Repair,METRO,12/24/2019,25000,1,RD1.5-1-RIO-CUGU,34.04993,-118.22159
Bldg-New,VAN NUYS,5/2/2019,600000,1,R1-1,34.16843,-118.62697
Bldg-New,VAN NUYS,7/10/2020,711000,1,[T]RE-1,34.28329,-118.57797
Bldg-New,METRO,5/4/2017,238143,1,(T)(Q)RD1.5-1XL,34.09603,-118.36108
Bldg-Alter/Repair,VAN NUYS,6/26/2015,10000,1,R1-1-RIO,34.19399,-118.54087
Bldg-New,VAN NUYS,7/18/2018,711000,1,[T]RE-1,34.28201,-118.58166
Bldg-New,VAN NUYS,1/30/2020,440000,1,R1-1-RIO,34.16401,-118.42375
Bldg-New,VAN NUYS,9/21/2021,345000,1,RS-1,34.32408,-118.40962
Bldg-New,METRO,10/25/2017,248604,1,MR1-1-RIO,34.1209,-118.25689
Bldg-New,METRO,3/22/2017,600000,1,R1-1,34.12492,-118.3507
Bldg-New,VAN NUYS,7/18/2018,688000,1,[T]RE-1,34.28198,-118.58188
Bldg-New,VAN NUYS,9/21/2021,675000,1,[T]RE-1,34.28513,-118.57527
Bldg-New,SOUTH LA,4/16/2019,250000,1,RD1.5-1,34.08108,-118.19196
Bldg-New,WEST LA,3/11/2019,179000,1,R1-1,33.93933,-118.23077
Bldg-New,VAN NUYS,4/15/2019,600000,1,R1-1-O,34.05878,-118.43906
Bldg-New,WEST LA,11/12/2020,1700000,1,RE11-1-HCR,34.11689,-118.36983
Bldg-New,VAN NUYS,5/2/2019,593000,1,R1-1,34.16843,-118.6269
Bldg-New,METRO,4/1/2019,,1,R1V2,34.00925,-118.44223
Bldg-New,VAN NUYS,6/18/2021,1000000,1,RE15-1-H,34.07932,-118.48671
Bldg-New,METRO,6/16/2021,200000,1,RD1.5-1,34.02466,-118.3326
Bldg-New,VAN NUYS,4/8/2019,602607,1,R1-1,34.16215,-118.49556
Bldg-New,VAN NUYS,9/18/2019,291000,1,R1-1,33.9841,-118.42981
Bldg-New,METRO,5/1/2019,160000,1,R2-1-CUGU,34.04377,-118.20368
Bldg-New,VAN NUYS,8/10/2018,710000,1,R1-1,34.14353,-118.42533
Bldg-New,VAN NUYS,6/19/2014,150000,1,R1-1,34.20823,-118.3645
Bldg-New,VAN NUYS,9/17/2013,122000,1,R1-1,34.20823,-118.36463
Bldg-New,VAN NUYS,1/18/2019,242000,1,R1-1,34.19322,-118.3902
Bldg-New,SOUTH LA,5/1/2019,167000,1,R2-1-CUGU,34.04381,-118.20376
Bldg-New,SOUTH LA,9/6/2018,220500,1,RD2-1,34.02642,-118.26196
Bldg-New,METRO,10/28/2016,1621000,1,R1-1,34.06595,-118.47748
Bldg-New,WEST LA,4/11/2018,600000,1,R1-1,34.05951,-118.47423
Bldg-New,WEST LA,10/25/2017,250000,1,RD1.5-1,33.99804,-118.47248
Bldg-New,WEST LA,6/1/2017,760000,1,RE11-1,34.0518,-118.53643
Bldg-New,VAN NUYS,6/13/2018,700000,1,RE11-1,34.11916,-118.37188
Bldg-New,WEST LA,5/31/2019,401000,1,R4(PV),33.9721,-118.42177
Bldg-New,METRO,2/9/2018,495000,1,R1-1-O,34.08282,-118.35543
Bldg-New,VAN NUYS,9/19/2016,710000,1,[T]RE-1,34.28263,-118.57265
Bldg-New,METRO,5/18/2017,700000,1,R1-1-O,34.06351,-118.42489
Bldg-New,VAN NUYS,2/20/2020,790000,1,[T]RE-1,34.28579,-118.57367
Bldg-New,VAN NUYS,2/18/2020,480000,1,[Q]R1-1D,34.10775,-118.18088
Bldg-Alter/Repair,VAN NUYS,7/14/2020,7500,1,R3-1,34.00315,-118.42626
Bldg-New,VAN NUYS,3/9/2021,385000,1,R1-1,34.21857,-118.41253
Bldg-New,VAN NUYS,12/9/2020,606000,1,R2-1-O,34.07746,-118.3755
Bldg-New,METRO,8/11/2014,867500,1,RE9-1,34.04326,-118.47184
Bldg-New,VAN NUYS,11/27/2018,688200,1,(Q)RE20-1-H,34.27023,-118.56657
Bldg-New,VAN NUYS,2/27/2019,689000,1,R2-1-O,34.07017,-118.3629
Bldg-New,METRO,2/20/2020,240000,1,RD1.5-1,34.12152,-118.18454
Bldg-New,WEST LA,2/20/2020,765000,1,RE40-1-H,34.13111,-118.42598
Bldg-New,WEST LA,10/3/2017,611700,1,(T)(Q)RE20-1-H,34.27045,-118.56663
Bldg-New,METRO,1/27/2017,250000,1,R1-1,34.10202,-118.20971
Bldg-New,VAN NUYS,11/6/2019,576000,1,R1-1-RIO,34.14917,-118.41552
Bldg-New,METRO,9/26/2019,220000,1,[Q]R3-1-O,34.05044,-118.36888
Bldg-New,VAN NUYS,12/29/2016,652000,1,RA-1,34.22871,-118.51474
Bldg-New,VAN NUYS,7/11/2016,650000,1,R1-1,34.1433,-118.45608
Bldg-New,VAN NUYS,9/11/2019,523000,1,RA-1-K,34.31349,-118.46659
Bldg-New,VAN NUYS,7/22/2014,500000,1,R1-1-RFA,34.14571,-118.404
Bldg-New,METRO,11/22/2019,542246,1,R1-1,34.04877,-118.54914
Bldg-New,WEST LA,12/17/2018,350000,1,R1V2,34.04766,-118.38274
Bldg-New,VAN NUYS,5/30/2019,681200,1,[T]RE-1,34.2828,-118.58216
Bldg-New,VAN NUYS,10/3/2016,625000,1,R1-1-O,34.0565,-118.42932
Bldg-Addition,WEST LA,9/23/2021,350000,1,R1V2,33.9978,-118.45092
Bldg-New,VAN NUYS,7/17/2020,500000,1,R2-1XL,34.10543,-118.34001
Bldg-New,VAN NUYS,7/13/2020,900000,1,R1-1,34.06753,-118.43094
Bldg-New,VAN NUYS,2/11/2019,450000,1,R1-1-RIO,34.14902,-118.39743
Bldg-New,METRO,10/18/2019,780000,1,R1V2,34.03686,-118.41716
Bldg-New,WEST LA,11/17/2020,1036728,1,R1V2,34.03651,-118.40165
Bldg-New,WEST LA,7/15/2020,494775,1,R2-1VL,34.0834,-118.27686
Bldg-New,VAN NUYS,7/21/2015,685000,1,R1-1-RFA-RIO,34.14833,-118.41591
Bldg-New,VAN NUYS,6/12/2020,360000,1,R1-1-O-RFA,34.0686,-118.37295
Bldg-New,VAN NUYS,1/25/2013,50000,1,R1-1,34.20971,-118.5067
Bldg-New,METRO,7/14/2020,510000,1,RE15-1-H,34.11644,-118.35002
Bldg-New,VAN NUYS,4/9/2019,658000,1,[T]RE-1,34.2831,-118.58135
Bldg-New,METRO,11/6/2017,1438000,1,RE20-1,34.06377,-118.48889
Bldg-New,VAN NUYS,8/5/2016,718000,1,RA-1-K,34.23575,-118.35721
Bldg-New,VAN NUYS,4/5/2018,480000,1,R1-1,34.20373,-118.525
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,2/25/2020,225000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,6/26/2018,231370,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,VAN NUYS,11/3/2017,512000,1,R1-1-RIO,34.15518,-118.41613
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,2/25/2020,238000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,8/30/2017,880000,1,RE11-1,34.14721,-118.44286
Bldg-New,VAN NUYS,2/25/2020,225000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,2/28/2020,775000,1,RS-1,34.05746,-118.47128
Bldg-New,VAN NUYS,7/9/2020,322000,1,RA-1,34.21963,-118.56325
Bldg-Alter/Repair,METRO,12/28/2017,20000,1,R2-1,34.0034,-118.26979
Bldg-New,VAN NUYS,8/2/2017,1000000,1,R1-1,34.04766,-118.38912
Bldg-New,VAN NUYS,2/25/2020,225000,1,RD1.5-1,34.03485,-118.37182
Bldg-Alter/Repair,VAN NUYS,7/11/2019,30000,1,RD1.5-1-HPOZ,34.07537,-118.21452
Bldg-Alter/Repair,METRO,8/12/2020,15000,1,R3-1VL,34.07313,-118.27181
Bldg-New,VAN NUYS,2/25/2020,289000,1,RD1.5-1,34.03485,-118.37182
Bldg-Addition,METRO,5/24/2019,90000,1,R2-1,33.95008,-118.27106
Bldg-New,WEST LA,2/27/2020,3000000,1,RE15-1-H,34.07852,-118.48611
Bldg-New,VAN NUYS,6/26/2018,231370,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,VAN NUYS,4/9/2019,688000,1,[T]RE-1,34.2828,-118.58148
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,6/26/2018,215000,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,WEST LA,3/12/2019,450000,1,R1V2,34.08248,-118.35123
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,METRO,7/14/2015,581418,1,R1-1,34.05392,-118.52466
Bldg-New,METRO,7/17/2020,300000,1,RD2-1,34.0677,-118.2132
Bldg-New,VAN NUYS,2/28/2020,570000,1,R1R3-RG,34.0654,-118.33981
Bldg-New,VAN NUYS,2/25/2020,238000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,WEST LA,11/21/2017,525000,1,R1V2,34.03433,-118.4069
Bldg-New,VAN NUYS,1/2/2019,750000,1,RA-1,34.17356,-118.63075
Bldg-Addition,METRO,6/22/2018,175000,1,RD1.5-1XL,34.08675,-118.28594
Bldg-New,METRO,1/29/2019,170000,1,R1-1,34.14437,-118.19073
Bldg-New,METRO,4/13/2017,600000,1,R1-1,34.16109,-118.41467
Bldg-New,VAN NUYS,6/21/2019,765000,1,RA-1,34.15329,-118.5498
Bldg-New,VAN NUYS,10/2/2019,1200000,1,RE15-1-H,34.14355,-118.49058
Bldg-New,VAN NUYS,2/25/2020,238000,1,RD1.5-1,34.03485,-118.37182
Bldg-Alter/Repair,SOUTH LA,2/2/2015,10000,1,RD2-1,33.97149,-118.28772
Bldg-New,VAN NUYS,5/30/2018,365000,1,RE11-1-H,34.2205,-118.65625
Bldg-New,VAN NUYS,4/9/2019,681200,1,[T]RE-1,34.28291,-118.58109
Bldg-New,WEST LA,9/14/2017,450000,1,R1-1,34.1413,-118.4364
Bldg-New,WEST LA,3/19/2020,345000,1,RD1.5-1-CDO,34.1186,-118.24015
Bldg-New,VAN NUYS,10/11/2016,473000,1,R1-1-RIO,34.15529,-118.41587
Bldg-New,VAN NUYS,2/25/2020,225000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,METRO,6/5/2017,739180,1,R1-1,34.05744,-118.44042
Bldg-New,VAN NUYS,8/21/2019,570000,1,OS-1XL,34.29724,-118.58472
Bldg-New,VAN NUYS,5/9/2018,115000,1,A1-1,34.25126,-118.34032
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,3/27/2019,546000,1,R1-1,34.16036,-118.49467
Bldg-New,VAN NUYS,4/4/2016,600000,1,RE15-1-H,34.10467,-118.4056
Bldg-New,WEST LA,12/3/2018,350000,1,R1-1-O,34.03875,-118.42601
Bldg-New,VAN NUYS,6/26/2018,231370,1,(T)(Q)R3-1,34.21987,-118.58192
Bldg-New,WEST LA,8/29/2018,2818464,1,RE20-1-H,34.04934,-118.51297
Bldg-New,VAN NUYS,2/25/2020,238000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,VAN NUYS,6/12/2019,1120000,1,RE11-1,34.15,-118.45961
Bldg-New,VAN NUYS,2/25/2020,219000,1,RD1.5-1,34.03485,-118.37182
Bldg-New,SOUTH LA,9/23/2021,287547,1,R2-1,33.93693,-118.24891
Bldg-New,WEST LA,11/17/2020,2110850,1,RE20-1-H,34.07369,-118.47159
Bldg-New,WEST LA,3/21/2019,600000,1,R1-1-O,34.04685,-118.41971
Bldg-New,METRO,8/11/2017,400000,1,R3-1,34.06643,-118.31454
Bldg-New,WEST LA,11/29/2018,1500000,1,R1-1,34.06861,-118.43195
Bldg-New,VAN NUYS,11/20/2020,480000,1,R1-1,34.04554,-118.54474
Bldg-New,VAN NUYS,11/15/2020,586000,1,R1-1,34.16318,-118.42075
Bldg-New,WEST LA,3/19/2020,345000,1,RD1.5-1-CDO,34.1186,-118.24015
Bldg-New,VAN NUYS,3/7/2019,790000,1,[T]RE-1,34.28466,-118.57324
Bldg-New,WEST LA,11/6/2019,650000,1,R1-1,34.0383,-118.43351
Bldg-New,VAN NUYS,2/25/2019,466000,1,R1V2,33.97173,-118.41305
